ID,FirstYearDelinquency,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
8331447,1,111,109,NA,0,NA,NA,1,0
8331448,0,293,67,6,2,37,1,1,0
8331449,0,17,NA,NA,NA,NA,NA,NA,0
8331450,1,241,177,66,0,82,0,1,0
8331451,1,55,46,NA,0,NA,NA,1,0
8331452,0,278,204,NA,0,NA,NA,1,1
8331453,0,289,133,21,2,21,0,1,0
8331454,0,NA,43,22,0,22,0,400,NA
8331455,0,349,201,69,0,93,1,1,0
8331456,0,153,137,100,0,111,1,400,0
8331457,1,149,135,109,1,122,2,400,0
8331458,1,5,5,NA,0,NA,NA,1,1
8331459,1,218,219,15,5,72,3,400,0
8331460,0,322,151,8,0,8,1,400,0
8331461,1,107,55,18,0,26,1,120,0
8331462,1,245,57,15,2,15,0,1,0
8331463,0,317,85,85,0,85,0,1,0
8331464,1,350,85,46,1,66,0,400,0
8331465,1,126,7,NA,0,NA,NA,1,0
8331466,0,381,188,11,1,74,2,1,0
8331467,1,8,4,NA,0,NA,NA,1,0
8331468,0,347,69,NA,0,NA,NA,1,0
8331469,0,380,139,NA,0,NA,NA,1,0
8331470,0,247,109,75,0,98,1,400,0
8331471,0,243,121,42,0,73,1,400,0
8331472,0,179,358,81,0,116,1,1,0
8331473,1,43,17,NA,0,NA,NA,400,0
8331474,0,107,107,74,1,74,0,400,0
8331475,0,246,196,106,0,148,1,120,0
8331476,0,373,130,NA,0,NA,NA,1,0
8331477,1,89,90,70,0,70,0,1,0
8331478,0,210,131,46,1,79,1,120,0
8331479,0,331,235,26,0,54,1,30,1
8331480,0,NA,NA,NA,NA,NA,NA,NA,NA
8331481,1,198,78,41,0,66,0,400,0
8331482,0,281,146,14,3,84,1,120,0
8331483,0,17,NA,NA,0,NA,NA,NA,1
8331484,1,297,134,93,0,114,1,1,0
8331485,1,68,14,NA,0,NA,NA,1,0
8331486,0,161,13,9,0,9,1,1,0
8331487,0,192,75,75,0,75,0,400,0
8331488,0,345,38,NA,0,NA,NA,400,0
8331489,1,198,86,86,0,86,0,400,0
8331490,1,174,54,NA,0,NA,NA,60,0
8331491,0,43,31,NA,0,NA,NA,1,0
8331492,1,239,123,47,0,80,2,1,0
8331493,0,297,157,25,3,37,3,400,0
8331494,0,318,102,61,0,82,0,1,0
8331495,0,216,149,11,0,65,2,400,0
8331496,1,349,155,87,0,87,0,1,0
8331497,1,155,2,NA,0,NA,NA,1,0
8331498,0,276,210,NA,1,NA,NA,1,0
8331499,1,289,82,27,0,57,0,400,0
8331500,1,203,543,15,2,15,0,60,0
8331501,1,198,138,5,0,8,2,1,0
8331502,1,195,147,NA,0,NA,NA,1,0
8331503,0,278,284,24,0,78,2,400,0
8331504,0,200,159,127,0,127,0,1,0
8331505,1,164,49,NA,1,NA,NA,1,0
8331506,1,293,9,9,0,9,1,1,1
8331507,1,267,122,NA,3,NA,NA,1,0
8331508,0,300,116,7,0,81,4,400,0
8331509,1,183,175,46,0,46,0,400,0
8331510,1,321,120,95,1,103,1,1,0
8331511,1,206,NA,NA,0,NA,NA,NA,0
8331512,0,87,NA,NA,NA,NA,NA,NA,0
8331513,0,127,105,NA,0,NA,NA,1,0
8331514,1,3,3,NA,0,NA,NA,1,0
8331515,0,303,199,38,0,94,2,1,0
8331516,1,246,96,NA,0,NA,NA,1,0
8331517,1,361,147,102,0,102,0,1,0
8331518,1,239,143,65,0,109,2,400,0
8331519,1,260,264,NA,0,NA,NA,1,0
8331520,1,200,NA,NA,0,NA,NA,NA,0
8331521,1,17,NA,NA,0,NA,NA,NA,0
8331522,1,343,50,33,0,42,1,30,0
8331523,1,237,11,NA,0,NA,NA,1,1
8331524,0,378,98,84,0,84,0,400,0
8331525,1,89,32,NA,0,NA,NA,400,0
8331526,0,340,149,NA,2,NA,NA,400,0
8331527,0,290,312,4,0,72,9,1,0
8331528,0,198,115,115,0,115,0,1,0
8331529,1,178,NA,NA,0,NA,NA,NA,0
8331530,0,248,72,15,0,48,1,1,0
8331531,0,69,49,NA,2,NA,NA,400,0
8331532,0,110,78,57,0,57,0,400,0
8331533,0,117,24,24,0,24,1,1,1
8331534,1,275,41,NA,0,NA,NA,1,0
8331535,0,347,172,51,0,95,1,30,0
8331536,0,262,38,38,0,38,0,1,0
8331537,0,251,86,86,0,86,0,1,0
8331538,0,142,NA,NA,0,NA,NA,NA,0
8331539,1,26,24,NA,1,NA,NA,400,1
8331540,0,87,NA,NA,0,NA,NA,NA,0
8331541,0,292,56,21,0,37,1,400,0
8331542,0,300,224,NA,0,NA,NA,1,0
8331543,0,377,104,NA,0,NA,NA,90,0
8331544,0,377,128,27,0,76,2,1,0
8331545,0,262,230,59,0,59,0,1,0
8331546,0,248,203,62,0,62,0,1,0
8331547,0,109,77,NA,0,NA,NA,400,0
8331548,0,339,215,49,0,75,0,1,0
8331549,1,29,25,NA,0,NA,NA,1,0
8331550,1,66,49,49,0,49,1,1,0
8331551,0,382,NA,NA,1,NA,NA,1,0
8331552,0,52,34,NA,0,NA,NA,1,0
8331553,0,353,33,8,0,13,3,1,0
8331554,0,23,24,NA,0,NA,NA,30,0
8331555,0,309,97,83,0,83,0,30,0
8331556,1,254,67,NA,0,NA,NA,1,0
8331557,1,120,104,22,0,60,2,400,0
8331558,1,304,203,29,0,73,2,30,0
8331559,0,346,59,52,0,52,0,400,0
8331560,0,124,79,NA,1,NA,NA,400,0
8331561,0,278,80,NA,0,NA,NA,400,1
8331562,1,287,214,17,0,46,0,400,0
8331563,0,346,254,7,0,35,3,1,0
8331564,1,304,256,58,0,123,1,1,0
8331565,0,190,83,83,0,83,0,1,0
8331566,0,342,114,NA,1,NA,NA,400,0
8331567,1,225,144,NA,0,NA,NA,1,0
8331568,0,53,7,3,0,3,1,1,0
8331569,0,62,56,7,0,7,1,1,0
8331570,0,341,238,NA,1,NA,NA,400,0
8331571,0,40,NA,NA,0,NA,NA,NA,0
8331572,1,246,96,76,0,76,0,400,0
8331573,0,237,176,75,1,99,0,120,0
8331574,0,250,154,106,0,130,1,1,0
8331575,0,170,119,47,1,83,0,400,0
8331576,0,35,6,3,0,3,1,1,0
8331577,0,239,165,23,2,94,3,400,0
8331578,0,117,113,34,2,34,0,400,1
8331579,1,252,117,107,0,112,2,1,0
8331580,0,302,136,136,0,136,0,1,0
8331581,0,117,70,NA,0,NA,NA,400,0
8331582,0,197,134,71,0,79,0,400,0
8331583,0,352,59,NA,0,NA,NA,1,0
8331584,0,169,NA,NA,0,NA,NA,NA,0
8331585,1,155,111,91,1,101,2,400,0
8331586,0,236,NA,NA,1,NA,NA,NA,0
8331587,1,125,96,79,0,87,1,400,0
8331588,0,288,163,42,0,73,1,400,0
8331589,1,37,2,NA,0,NA,NA,1,0
8331590,1,212,179,12,4,124,3,400,0
8331591,0,317,167,80,0,80,0,60,0
8331592,0,215,112,12,0,69,2,60,0
8331593,0,295,129,21,0,75,1,1,0
8331594,1,142,117,44,0,69,0,1,0
8331595,0,209,181,NA,0,NA,NA,1,0
8331596,0,162,107,36,0,36,1,1,0
8331597,0,225,223,17,0,62,0,30,0
8331598,0,310,123,NA,0,NA,NA,1,0
8331599,0,107,101,101,1,101,0,1,1
8331600,1,240,39,NA,0,NA,NA,1,0
8331601,0,368,182,NA,0,NA,NA,1,0
8331602,0,80,80,NA,1,NA,NA,400,0
8331603,0,39,23,NA,0,NA,NA,90,0
8331604,0,234,100,81,2,85,0,1,0
8331605,0,360,374,78,1,100,2,400,0
8331606,1,121,111,101,0,106,2,400,0
8331607,1,325,163,73,0,106,2,1,0
8331608,1,379,211,NA,0,NA,NA,1,0
8331609,1,226,56,NA,0,NA,NA,400,0
8331610,1,374,138,NA,0,NA,NA,1,0
8331611,0,188,157,NA,0,NA,NA,1,0
8331612,0,96,92,NA,0,NA,NA,30,0
8331613,0,196,94,NA,0,NA,NA,1,0
8331614,0,2,NA,NA,0,NA,NA,NA,1
8331615,0,190,66,66,0,66,1,1,0
8331616,0,281,281,91,0,91,0,1,0
8331617,1,157,11,NA,0,NA,NA,1,0
8331618,0,11,11,NA,0,NA,NA,1,0
8331619,0,NA,NA,NA,0,NA,NA,NA,NA
8331620,0,350,307,25,0,49,3,1,0
8331621,0,126,76,76,0,76,0,1,0
8331622,0,400,103,NA,0,NA,NA,30,0
8331623,1,152,83,NA,0,NA,NA,1,1
8331624,1,98,99,47,0,59,0,400,0
8331625,1,307,145,NA,0,NA,NA,1,0
8331626,0,249,147,44,0,96,0,1,0
8331627,0,227,217,NA,0,NA,NA,1,0
8331628,1,201,NA,NA,0,NA,NA,NA,0
8331629,0,94,45,NA,0,NA,NA,1,1
8331630,0,295,141,141,0,141,1,1,0
8331631,1,22,6,NA,0,NA,NA,1,0
8331632,0,166,56,NA,2,NA,NA,400,0
8331633,0,2,NA,NA,0,NA,NA,NA,0
8331634,1,182,166,NA,1,NA,NA,1,0
8331635,0,267,162,88,0,114,3,1,0
8331636,0,351,133,55,0,103,2,400,0
8331637,0,25,6,6,1,6,0,60,0
8331638,0,314,61,61,0,61,0,1,0
8331639,0,126,NA,NA,0,NA,NA,NA,0
8331640,0,64,57,NA,0,NA,NA,400,0
8331641,1,152,154,87,0,87,0,1,0
8331642,1,330,300,2,0,5,2,1,0
8331643,0,264,43,NA,0,NA,NA,400,0
8331644,0,379,203,46,0,80,2,30,0
8331645,0,320,156,32,1,77,3,400,0
8331646,0,327,325,32,0,80,2,400,0
8331647,0,52,NA,NA,0,NA,NA,NA,0
8331648,0,124,122,NA,0,NA,NA,1,0
8331649,0,239,219,119,0,147,2,400,0
8331650,1,229,108,10,2,12,1,400,0
8331651,0,292,87,46,0,46,0,1,0
8331652,1,252,112,69,0,86,1,400,0
8331653,0,293,123,11,1,53,2,60,0
8331654,1,91,88,84,0,84,0,400,0
8331655,0,49,NA,NA,NA,NA,NA,NA,0
8331656,1,352,148,NA,3,NA,NA,400,0
8331657,0,223,89,NA,0,NA,NA,1,0
8331658,0,168,222,127,1,127,0,120,0
8331659,0,213,211,94,0,132,2,90,0
8331660,0,317,139,52,0,68,1,30,0
8331661,0,140,186,121,0,121,1,30,0
8331662,0,274,202,93,0,93,0,400,0
8331663,1,288,NA,NA,NA,NA,NA,NA,0
8331664,1,360,175,52,1,88,1,1,0
8331665,0,107,101,42,0,42,1,400,0
8331666,1,142,70,8,0,37,1,60,0
8331667,0,382,NA,NA,NA,NA,NA,NA,0
8331668,1,194,141,30,2,30,0,400,0
8331669,0,381,143,112,0,112,1,400,0
8331670,0,278,198,66,0,78,0,1,0
8331671,1,93,19,NA,0,NA,NA,30,0
8331672,0,338,128,41,1,82,3,1,0
8331673,1,295,133,117,0,125,2,400,0
8331674,0,285,110,90,0,97,0,1,0
8331675,0,191,97,97,0,97,0,1,0
8331676,1,249,167,5,0,11,2,1,0
8331677,0,173,244,168,0,168,1,1,0
8331678,0,378,79,50,1,56,2,400,0
8331679,0,93,28,NA,0,NA,NA,1,1
8331680,0,185,43,NA,0,NA,NA,400,1
8331681,1,158,111,72,0,79,0,400,0
8331682,1,225,NA,NA,NA,NA,NA,NA,0
8331683,1,182,70,NA,1,NA,NA,400,0
8331684,0,380,238,31,0,59,2,120,0
8331685,0,266,212,9,1,61,2,400,0
8331686,1,157,157,54,0,74,0,400,0
8331687,1,362,367,34,0,82,2,1,0
8331688,0,198,188,NA,1,NA,NA,1,0
8331689,1,81,28,8,0,18,0,120,0
8331690,1,290,104,41,0,62,1,400,0
8331691,0,360,320,2,0,50,2,400,0
8331692,0,288,206,NA,0,NA,NA,400,0
8331693,0,275,48,NA,0,NA,NA,400,0
8331694,1,290,83,NA,0,NA,NA,400,0
8331695,0,342,421,26,0,41,2,400,0
8331696,1,203,201,103,2,124,1,1,0
8331697,0,181,109,NA,0,NA,NA,120,0
8331698,0,325,198,142,1,142,1,30,0
8331699,1,252,NA,NA,0,NA,NA,NA,0
8331700,0,317,118,81,1,103,2,1,0
8331701,0,172,144,26,0,47,0,400,0
8331702,1,194,31,31,1,31,1,1,0
8331703,1,224,150,65,0,65,0,1,0
8331704,1,139,102,NA,0,NA,NA,60,0
8331705,1,378,347,8,0,49,2,1,1
8331706,0,100,61,30,0,30,0,400,0
8331707,1,324,191,16,0,91,3,1,0
8331708,1,154,87,21,1,43,1,400,0
8331709,0,118,115,NA,0,NA,NA,400,0
8331710,1,NA,144,20,0,85,3,90,NA
8331711,1,453,95,26,0,26,0,400,0
8331712,0,186,185,99,1,99,1,30,0
8331713,0,281,283,NA,0,NA,NA,400,0
8331714,0,84,37,NA,0,NA,NA,400,0
8331715,0,233,217,61,2,116,2,400,1
8331716,0,106,78,NA,0,NA,NA,400,0
8331717,0,104,90,90,1,90,0,400,0
8331718,0,243,113,NA,1,NA,NA,400,0
8331719,1,16,14,NA,0,NA,NA,1,1
8331720,0,243,159,21,4,48,5,120,0
8331721,0,138,126,13,0,70,2,400,0
8331722,0,97,69,NA,0,NA,NA,1,0
8331723,0,319,276,13,0,38,1,1,0
8331724,0,264,58,58,0,58,0,400,0
8331725,1,225,140,24,2,68,0,400,0
8331726,0,46,44,NA,0,NA,NA,400,0
8331727,0,277,40,NA,0,NA,NA,400,0
8331728,0,149,46,46,0,46,1,1,0
8331729,0,190,191,75,0,81,0,400,0
8331730,0,275,146,NA,0,NA,NA,1,0
8331731,0,265,NA,NA,NA,NA,NA,NA,0
8331732,0,343,276,28,0,81,1,400,0
8331733,0,365,322,144,0,144,1,1,0
8331734,0,324,187,21,0,35,2,1,0
8331735,1,225,210,26,0,26,0,400,0
8331736,1,310,225,109,1,109,0,1,0
8331737,0,314,187,NA,0,NA,NA,1,0
8331738,1,327,169,NA,0,NA,NA,30,0
8331739,0,131,131,46,0,46,1,400,0
8331740,1,107,NA,NA,0,NA,NA,NA,0
8331741,0,137,47,35,4,35,1,1,0
8331742,0,128,47,24,0,36,1,1,0
8331743,1,88,31,NA,0,NA,NA,400,0
8331744,1,380,239,6,3,52,1,30,0
8331745,0,118,92,NA,0,NA,NA,400,0
8331746,0,102,98,51,0,64,0,400,0
8331747,1,97,109,7,0,15,1,400,0
8331748,0,124,56,NA,1,NA,NA,400,0
8331749,0,36,NA,NA,0,NA,NA,NA,0
8331750,0,193,99,39,0,39,1,400,0
8331751,0,347,95,8,0,42,3,30,0
8331752,0,258,97,10,1,10,1,60,0
8331753,0,259,204,17,0,17,0,60,0
8331754,0,73,NA,NA,0,NA,NA,NA,0
8331755,0,287,60,NA,0,NA,NA,400,0
8331756,1,246,165,45,0,67,2,400,0
8331757,1,427,130,126,0,126,0,1,0
8331758,0,343,143,27,0,83,4,1,0
8331759,1,203,53,17,0,24,1,90,0
8331760,1,161,112,NA,0,NA,NA,400,0
8331761,0,155,134,64,2,64,1,60,0
8331762,0,153,109,2,0,56,1,1,0
8331763,1,257,162,69,0,75,1,400,1
8331764,0,345,331,50,0,93,2,120,0
8331765,0,102,63,NA,1,NA,NA,400,0
8331766,1,97,93,37,2,37,1,400,0
8331767,0,137,136,37,0,37,0,400,0
8331768,0,368,150,9,1,60,2,60,0
8331769,0,33,24,13,0,19,2,1,0
8331770,0,302,96,12,1,54,1,1,0
8331771,0,NA,6,NA,0,NA,NA,1,0
8331772,0,158,153,44,2,75,1,400,0
8331773,0,NA,251,117,0,117,1,1,NA
8331774,1,21,4,2,0,2,1,1,0
8331775,0,353,122,NA,0,NA,NA,1,0
8331776,0,151,NA,NA,0,NA,NA,NA,0
8331777,1,65,NA,NA,0,NA,NA,NA,0
8331778,0,303,178,8,0,103,2,400,0
8331779,0,104,19,NA,0,NA,NA,1,0
8331780,0,81,82,NA,0,NA,NA,60,0
8331781,0,320,138,138,0,138,1,1,0
8331782,0,97,89,NA,0,NA,NA,400,0
8331783,1,375,205,72,1,72,0,400,0
8331784,1,223,91,60,0,60,1,1,0
8331785,1,347,199,164,1,182,2,400,0
8331786,0,235,227,47,1,92,2,1,0
8331787,1,68,64,NA,0,NA,NA,400,0
8331788,1,236,128,57,0,75,0,400,0
8331789,1,265,153,17,0,70,0,1,0
8331790,1,279,210,54,0,79,0,1,0
8331791,0,304,NA,NA,NA,NA,NA,NA,0
8331792,1,68,NA,NA,0,NA,NA,NA,0
8331793,0,239,88,NA,0,NA,NA,400,0
8331794,1,236,199,47,1,126,5,400,0
8331795,1,55,47,NA,0,NA,NA,400,0
8331796,0,263,106,35,1,60,2,60,0
8331797,0,350,NA,NA,NA,NA,NA,NA,0
8331798,0,182,99,NA,0,NA,NA,1,0
8331799,0,142,44,44,0,44,1,1,0
8331800,1,487,192,76,0,89,0,400,0
8331801,0,142,75,NA,1,NA,NA,400,0
8331802,0,356,303,63,0,109,1,1,0
8331803,1,97,96,96,0,96,0,400,0
8331804,1,38,30,NA,1,NA,NA,400,0
8331805,0,95,79,NA,1,NA,NA,1,0
8331806,0,2,NA,NA,0,NA,NA,NA,0
8331807,0,237,108,93,0,93,0,1,0
8331808,0,178,152,65,0,73,1,1,1
8331809,0,301,94,94,0,94,0,1,0
8331810,0,149,84,23,0,23,1,400,0
8331811,0,69,2,NA,0,NA,NA,1,0
8331812,1,152,47,NA,0,NA,NA,1,0
8331813,0,300,293,83,0,83,1,400,0
8331814,0,194,82,44,0,44,0,400,0
8331815,1,182,140,29,3,29,0,400,0
8331816,0,158,7,7,0,7,1,1,0
8331817,1,182,71,NA,0,NA,NA,400,0
8331818,0,302,118,8,0,71,4,400,0
8331819,0,383,217,NA,0,NA,NA,60,0
8331820,0,109,109,NA,0,NA,NA,1,0
8331821,0,46,39,NA,0,NA,NA,1,0
8331822,0,366,111,111,0,111,1,400,0
8331823,0,97,93,51,1,51,0,400,0
8331824,0,247,228,72,0,72,0,1,0
8331825,0,221,125,NA,0,NA,NA,400,0
8331826,0,268,167,41,0,104,1,1,0
8331827,0,243,161,78,0,90,0,400,0
8331828,1,150,37,NA,0,NA,NA,400,0
8331829,1,192,NA,NA,NA,NA,NA,NA,0
8331830,0,378,98,78,0,83,0,400,0
8331831,0,131,96,9,0,59,0,30,0
8331832,1,19,NA,NA,0,NA,NA,NA,0
8331833,0,185,158,NA,0,NA,NA,1,0
8331834,0,214,220,NA,0,NA,NA,1,0
8331835,0,313,176,6,0,29,6,400,0
8331836,1,259,57,NA,1,NA,NA,120,0
8331837,1,127,40,NA,0,NA,NA,60,1
8331838,1,NA,8,8,1,8,1,60,NA
8331839,0,NA,NA,NA,NA,NA,NA,NA,NA
8331840,1,352,115,2,0,26,1,400,0
8331841,1,262,97,97,0,97,0,400,0
8331842,1,82,6,6,0,6,1,1,0
8331843,1,204,213,81,2,81,0,400,0
8331844,1,115,114,80,0,80,0,1,0
8331845,1,77,14,NA,0,NA,NA,400,0
8331846,0,176,97,73,1,85,1,400,0
8331847,0,199,147,NA,1,NA,NA,1,0
8331848,0,47,48,NA,0,NA,NA,400,0
8331849,1,318,124,NA,0,NA,NA,400,0
8331850,0,253,124,29,0,78,6,400,0
8331851,0,15,NA,NA,0,NA,NA,NA,0
8331852,1,86,45,NA,0,NA,NA,1,0
8331853,1,347,169,NA,0,NA,NA,1,0
8331854,0,351,NA,NA,NA,NA,NA,NA,0
8331855,1,4,NA,NA,0,NA,NA,NA,0
8331856,1,80,78,55,0,55,0,1,0
8331857,1,NA,NA,NA,NA,NA,NA,NA,NA
8331858,0,156,NA,NA,0,NA,NA,NA,0
8331859,1,158,305,NA,0,NA,NA,1,0
8331860,0,337,114,114,1,114,0,1,0
8331861,0,321,53,NA,0,NA,NA,120,0
8331862,1,236,255,NA,0,NA,NA,1,0
8331863,1,333,91,29,0,53,0,400,0
8331864,1,269,89,NA,0,NA,NA,400,0
8331865,0,265,129,39,1,85,1,120,0
8331866,1,353,122,NA,0,NA,NA,1,0
8331867,0,178,63,57,0,57,0,400,0
8331868,0,106,89,29,0,29,1,1,0
8331869,0,278,216,41,1,41,1,400,0
8331870,0,76,77,36,0,52,1,400,0
8331871,1,274,118,NA,0,NA,NA,400,0
8331872,0,295,73,NA,0,NA,NA,1,0
8331873,0,317,134,17,1,76,0,400,0
8331874,0,399,360,NA,0,NA,NA,1,0
8331875,0,164,27,NA,0,NA,NA,1,0
8331876,1,223,93,51,0,51,0,60,0
8331877,1,352,285,NA,0,NA,NA,400,0
8331878,1,189,172,85,0,85,0,400,0
8331879,1,29,25,NA,0,NA,NA,1,0
8331880,0,339,6,NA,0,NA,NA,1,0
8331881,1,323,158,NA,0,NA,NA,400,0
8331882,1,284,248,NA,2,NA,NA,400,0
8331883,0,302,153,42,0,42,0,400,0
8331884,1,326,118,76,1,76,0,1,0
8331885,1,168,89,50,0,68,0,400,0
8331886,0,69,14,NA,0,NA,NA,1,0
8331887,0,344,NA,NA,0,NA,NA,NA,0
8331888,1,143,NA,NA,2,NA,NA,1,0
8331889,0,143,177,80,0,80,0,400,0
8331890,0,309,189,79,0,90,3,1,0
8331891,1,141,134,39,1,75,2,400,1
8331892,1,320,253,13,1,40,2,400,0
8331893,1,15,13,NA,0,NA,NA,400,0
8331894,0,373,209,22,0,91,3,400,0
8331895,0,25,23,NA,1,NA,NA,400,0
8331896,1,320,325,NA,0,NA,NA,1,0
8331897,0,49,89,51,1,64,1,400,0
8331898,0,182,112,72,0,92,1,1,1
8331899,0,277,160,20,0,39,1,400,0
8331900,0,202,174,48,0,48,0,1,1
8331901,0,32,19,4,0,4,1,400,0
8331902,1,197,198,15,0,68,2,400,0
8331903,1,228,71,14,1,14,0,30,0
8331904,0,283,82,21,0,21,1,1,0
8331905,0,209,42,42,0,42,1,30,0
8331906,0,81,NA,NA,0,NA,NA,NA,0
8331907,0,335,80,13,0,13,1,1,0
8331908,0,295,198,198,0,198,1,1,0
8331909,0,152,66,15,0,15,1,1,0
8331910,0,177,94,NA,0,NA,NA,1,0
8331911,0,375,288,52,0,103,4,400,0
8331912,0,112,114,NA,0,NA,NA,400,0
8331913,1,219,104,104,0,104,0,30,0
8331914,1,205,185,34,0,75,2,30,0
8331915,0,80,80,NA,0,NA,NA,400,0
8331916,0,254,211,NA,2,NA,NA,400,0
8331917,0,296,NA,NA,1,NA,NA,NA,0
8331918,0,218,261,11,1,62,4,400,0
8331919,0,78,1,NA,0,NA,NA,1,1
8331920,0,71,56,NA,0,NA,NA,400,1
8331921,0,190,185,NA,0,NA,NA,400,0
8331922,1,245,83,46,1,56,0,1,0
8331923,0,375,163,113,0,127,2,1,0
8331924,0,363,303,13,4,66,3,1,0
8331925,0,157,153,95,0,95,0,400,0
8331926,0,97,97,6,0,57,3,1,0
8331927,0,281,236,169,0,169,1,1,0
8331928,0,140,66,44,0,44,1,1,0
8331929,1,36,NA,NA,0,NA,NA,NA,1
8331930,0,194,104,47,0,72,0,1,0
8331931,0,33,34,NA,0,NA,NA,1,0
8331932,0,74,74,NA,1,NA,NA,120,0
8331933,1,260,238,17,0,69,1,400,0
8331934,0,192,82,82,0,82,1,1,0
8331935,1,242,NA,NA,0,NA,NA,NA,0
8331936,0,113,114,19,1,43,2,400,0
8331937,0,16,NA,NA,0,NA,NA,NA,0
8331938,0,168,148,83,0,100,1,400,0
8331939,0,268,225,74,0,81,0,1,0
8331940,1,120,121,NA,1,NA,NA,1,0
8331941,0,165,146,76,0,89,1,400,0
8331942,1,330,87,26,0,57,0,400,0
8331943,0,379,148,62,0,88,2,30,0
8331944,0,345,135,19,1,77,2,1,0
8331945,0,19,NA,NA,0,NA,NA,NA,0
8331946,1,76,5,NA,0,NA,NA,60,0
8331947,0,193,NA,NA,0,NA,NA,NA,0
8331948,0,146,143,NA,0,NA,NA,120,0
8331949,0,274,59,2,0,2,1,1,0
8331950,0,99,64,NA,0,NA,NA,400,0
8331951,0,93,NA,NA,0,NA,NA,NA,0
8331952,1,344,14,NA,0,NA,NA,400,0
8331953,0,105,68,NA,0,NA,NA,1,0
8331954,0,283,192,86,0,121,0,1,0
8331955,0,353,NA,NA,NA,NA,NA,NA,0
8331956,0,197,117,85,0,85,0,1,0
8331957,0,16,1,NA,0,NA,NA,1,1
8331958,0,177,12,NA,1,NA,NA,1,0
8331959,1,196,33,33,0,33,0,1,0
8331960,0,216,86,21,0,54,1,400,0
8331961,0,377,143,25,0,44,1,1,0
8331962,1,245,155,75,0,87,1,400,0
8331963,1,168,134,52,1,93,0,1,0
8331964,1,347,122,85,1,85,0,400,0
8331965,0,455,125,78,0,83,0,120,0
8331966,0,114,60,60,0,60,0,1,0
8331967,0,264,134,131,0,133,1,1,0
8331968,0,220,142,70,0,70,1,1,0
8331969,1,346,132,102,0,114,2,1,0
8331970,0,347,77,40,2,40,1,400,0
8331971,1,120,64,46,0,46,0,30,0
8331972,0,105,112,NA,0,NA,NA,1,0
8331973,0,225,155,41,3,41,0,1,0
8331974,0,171,53,53,0,53,0,400,1
8331975,0,317,95,NA,0,NA,NA,1,0
8331976,1,45,36,NA,0,NA,NA,1,0
8331977,0,45,45,NA,0,NA,NA,1,0
8331978,0,200,NA,NA,0,NA,NA,NA,0
8331979,1,66,67,6,1,13,2,400,0
8331980,1,13,NA,NA,0,NA,NA,NA,0
8331981,0,102,57,NA,0,NA,NA,1,0
8331982,1,106,95,NA,2,NA,NA,400,0
8331983,0,75,67,NA,0,NA,NA,1,0
8331984,1,144,77,NA,1,NA,NA,1,0
8331985,0,85,83,NA,0,NA,NA,1,0
8331986,0,350,205,39,0,39,1,30,0
8331987,0,122,118,22,0,46,2,30,0
8331988,1,292,218,NA,3,NA,NA,1,0
8331989,0,25,NA,NA,NA,NA,NA,NA,0
8331990,0,250,13,NA,0,NA,NA,400,0
8331991,0,224,103,NA,0,NA,NA,1,0
8331992,0,154,145,52,0,82,0,400,0
8331993,0,264,93,14,0,22,0,400,1
8331994,1,114,99,70,2,81,1,1,0
8331995,0,305,147,121,0,124,1,1,0
8331996,0,297,122,42,0,42,1,1,0
8331997,1,184,87,NA,0,NA,NA,400,0
8331998,0,38,NA,NA,0,NA,NA,NA,0
8331999,0,249,41,41,0,41,0,1,0
8332000,1,88,73,NA,2,NA,NA,400,0
8332001,0,340,217,7,0,88,4,30,0
8332002,1,250,251,40,0,40,0,400,0
8332003,1,452,161,135,0,135,0,1,0
8332004,1,76,68,NA,0,NA,NA,400,0
8332005,1,196,106,106,0,106,0,400,0
8332006,1,130,NA,NA,NA,NA,NA,NA,0
8332007,0,349,181,17,1,89,4,30,0
8332008,1,328,149,149,1,149,1,1,0
8332009,0,257,237,28,1,95,1,30,0
8332010,0,62,13,NA,0,NA,NA,1,0
8332011,0,194,104,2,0,46,3,400,0
8332012,0,26,26,NA,0,NA,NA,400,0
8332013,1,90,99,NA,0,NA,NA,400,0
8332014,1,88,89,25,0,37,1,1,0
8332015,0,306,164,96,0,120,2,400,0
8332016,0,331,184,42,0,42,0,400,0
8332017,0,372,179,71,1,71,0,1,0
8332018,0,110,111,NA,0,NA,NA,90,1
8332019,0,19,NA,NA,0,NA,NA,NA,0
8332020,1,178,139,8,0,68,1,1,0
8332021,0,348,287,121,0,121,1,400,0
8332022,0,203,47,47,0,47,0,400,1
8332023,1,104,75,NA,1,NA,NA,400,0
8332024,0,119,113,82,0,82,0,1,0
8332025,1,315,122,32,0,84,4,400,0
8332026,0,355,131,5,0,28,2,400,0
8332027,0,278,286,NA,0,NA,NA,1,0
8332028,1,198,66,54,0,54,0,400,0
8332029,0,194,196,147,0,147,1,1,0
8332030,1,274,159,82,0,82,0,1,0
8332031,1,156,88,88,0,88,0,400,0
8332032,0,29,39,NA,0,NA,NA,400,1
8332033,0,218,72,NA,0,NA,NA,400,0
8332034,1,356,62,NA,2,NA,NA,400,0
8332035,1,32,NA,NA,NA,NA,NA,NA,0
8332036,1,259,152,92,1,122,0,30,0
